tiempo;x;y;posicion_1;posicion_2;posicion_3;posicion_4;posicion_5;posicion_6;posicion_7;posicion_8;posicion_9;posicion_10;posicion_11;posicion_12;posicion_13;posicion_14;posicion_15;posicion_16
5,6226;597;511;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,6436;595;509;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,6643;593;507;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,6852;592;508;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,7061;592;509;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,7269;593;510;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,7477;594;511;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,7686;595;511;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,7892;595;511;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,8101;594;511;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,8310;605;511;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,8519;696;510;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,8726;823;507;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,8933;924;505;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,9143;970;502;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,9351;995;503;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,9559;1011;507;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,9767;1014;507;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
5,9976;1017;504;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,0186;1020;502;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,0392;1018;501;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,0601;969;492;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,0810;969;492;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,1019;969;492;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,1227;756;474;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,1435;994;498;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,1644;997;550;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,1852;957;648;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,2060;917;728;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,2268;894;771;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,2477;882;787;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,2685;876;797;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,2892;874;802;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,3101;876;803;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,3309;876;806;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,3518;874;806;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,3727;874;807;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,3934;874;811;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,4143;876;812;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,4352;878;814;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,4558;879;816;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,4767;880;816;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,4976;881;817;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,5185;881;820;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,5392;883;822;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,5600;884;823;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,5809;884;822;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,6019;886;819;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,6225;910;799;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,6434;946;761;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,6642;1033;658;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,6851;1102;576;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,7059;1140;536;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,7267;1158;534;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,7475;1165;528;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,7684;1168;522;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,7890;1171;522;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,8099;1171;521;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,8309;1169;519;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,8517;1168;519;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,8724;1167;521;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,8934;1166;522;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,9142;1167;522;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,9351;1168;522;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,9559;1160;522;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,9766;1131;524;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
6,9976;993;529;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,0181;853;521;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,0389;757;519;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,0600;712;522;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,0808;688;525;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,1017;672;526;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,1224;666;525;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,1433;665;524;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,1641;662;523;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,1849;661;524;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,2058;659;524;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,2266;658;522;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,2476;657;522;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,2683;657;523;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,2890;656;523;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,3100;656;523;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,3306;660;523;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,3516;701;524;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,3724;780;523;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,3934;857;521;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,4141;904;517;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,4349;936;512;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,4558;956;511;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,4765;965;512;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,4974;970;512;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,5181;977;513;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,5392;979;514;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,5599;979;513;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,5806;979;513;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,6016;979;514;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,6223;981;516;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,6431;983;517;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,6640;987;517;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,6847;1054;515;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,7057;1138;512;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,7264;1196;507;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,7473;1232;505;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,7683;1252;505;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,7889;1263;504;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,8098;1268;506;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,8306;1270;507;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,8516;1274;506;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,8724;1277;506;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,8932;1279;506;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,9139;1279;505;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,9348;1281;505;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,9556;1281;504;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,9764;1265;509;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
7,9973;1250;516;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,0217;1063;569;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,0390;998;588;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,0598;905;617;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,0805;858;633;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,1015;832;642;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,1223;819;647;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,1431;814;648;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,1638;813;649;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,1848;811;648;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,2056;809;646;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,2265;807;648;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,2473;807;645;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,2679;807;645;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,2890;809;646;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,3094;807;646;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,3305;806;646;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,3514;807;647;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,3723;808;648;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,3930;816;654;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,4138;846;672;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,4345;875;688;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,4555;901;703;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,4761;916;715;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,4973;922;719;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,5179;929;723;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
8,5389;934;726;(591,908);(837,908);(1082,908);(1328,908);(591,662);(837,662);(1082,662);(1328,662);(591,417);(837,417);(1082,417);(1328,417);(591,171);(837,171);(1082,171);(1328,171)
